Crysis741	0	14	10	0	4	0:20	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3
CVR SPARTEN	0	1	7	0	0	0:03	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CyclicalUnknown	0	1	4	3	0	0:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CyclingTetra	0	3	2	0	0	0:07	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
D3vils d3aleR	0	2	0	0	0	0:06	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
D472K	0	33	21	10	19	0:13	1	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0
DAC Jamrock3	0	1	11	3	0	0:09	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DADADUKE	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DadSolo17	0	91	117	35	19	0:42	6	0	0	0	0	0	20	0	8	7	0	0	0	0	0	0	0	0	0	0
dai son 69	0	45	120	14	5	1:14	5	0	0	0	0	0	11	0	10	6	0	0	0	0	0	0	0	0	0	0
dalby2514	1	33	48	7	5	0:57	0	0	0	0	0	0	0	8	10	2	4	1	1	0	0	0	0	3	0	3
Dalek 007	0	46	100	30	7	1:14	1	0	0	0	0	0	0	12	13	1	1	0	0	0	0	0	0	0	0	0
damdamdu14	0	5	6	0	0	0:08	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0
DaNgEr110	0	10	18	3	1	0:23	2	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0
danheck	0	0	0	0	0	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
danielhead	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Danjjgame	2	2	8	3	1	0:09	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
dankadie	0	44	58	5	16	1:13	1	0	0	0	0	0	42	1	0	0	0	0	1	1	0	0	0	0	0	0
DanKev7	0	26	8	4	3	0:17	2	0	0	0	0	0	0	10	6	2	0	0	1	1	0	0	0	0	0	0
Dano106	0	70	66	7	38	1:00	3	0	0	0	0	0	63	0	4	3	0	0	2	0	0	0	0	0	0	0
danv21061	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DanWarPro	0	1	19	0	0	0:12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Danyell01	0	5	7	0	2	0:06	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
Darkarrow00	0	20	56	8	4	0:35	1	0	0	0	0	0	5	0	4	7	0	0	0	0	0	0	0	0	0	0
DarkAssassin130	0	5	40	9	0	0:57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darkhunter292	0	196	95	16	154	0:41	35	7	1	0	0	0	7	0	9	9	0	0	10	2	1	1	0	0	0	0
darklink1170	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darklinkinet	1	178	87	27	57	2:03	9	2	0	0	0	0	64	6	10	7	0	0	8	3	1	1	1	2	4	4
DarkShadow0014	0	42	72	13	7	1:28	4	0	0	0	0	0	8	10	6	2	1	0	2	1	0	0	0	0	0	0
Darth Malak 555	2	20	7	5	4	0:13	0	0	0	0	0	0	0	5	1	1	0	0	1	0	0	0	0	0	1	1
darthsawyer2	0	0	5	0	0	0:13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
dastanh	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DaSupaFreak	0	119	39	24	37	1:34	15	1	1	0	0	0	0	2	8	1	5	0	11	2	1	1	0	3	1	1
DawnOfSorrow01	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBuzzer 41	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd102	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DeadlySwine	0	4	1	6	0	0:07	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DeadManZor	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
deadstrokes	1	27	15	8	11	0:32	2	0	0	0	0	0	16	2	3	2	0	0	2	0	0	0	0	1	0	0
DeadWoelrvine	0	79	72	6	27	0:38	2	0	0	0	0	0	66	1	8	3	0	1	1	0	0	0	0	1	0	0
DeadyshkaYaha	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Simon	0	67	50	4	31	0:28	4	0	0	0	0	0	60	0	4	1	0	0	1	0	0	0	0	0	0	0
deathy wolf	0	103	105	28	13	0:33	5	1	0	0	0	0	12	0	24	12	0	1	0	0	0	0	0	0	0	0
DeC Trilogy	0	9	23	0	1	0:07	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
DeepBlast	0	2	5	2	0	0:09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DelayedSuperset	2	108	110	26	47	1:00	11	0	0	0	0	0	47	0	14	5	0	1	4	1	0	0	0	2	2	0
delta lead 333	0	25	9	8	2	0:31	2	0	0	0	0	0	0	7	0	2	0	0	1	1	1	1	0	0	0	0
DemonicNewbiz	0	53	19	2	12	0:25	3	0	0	0	0	0	25	2	8	5	0	0	5	1	0	0	0	0	0	0
DemonSpanky	0	124	151	10	69	0:35	19	3	0	0	0	0	33	0	4	0	0	0	1	0	0	0	0	0	0	0
Den 117	0	82	41	7	43	0:22	13	2	0	0	0	0	28	0	5	0	0	0	6	0	0	0	0	0	0	0
DentedMagnet2	0	51	22	1	20	0:35	5	0	0	0	0	0	15	2	6	1	1	0	4	0	0	0	0	0	0	0
DevilSlayer777	1	55	37	32	17	1:01	0	0	0	0	0	0	11	3	3	3	4	0	2	1	0	0	0	1	2	1
dexkeel	0	45	45	2	19	0:18	5	0	0	0	0	0	16	0	2	1	0	0	2	0	0	0	0	0	0	0
dfsixstring	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
diamond boy987	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diogo Ghost 177	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ Brian VT	0	0	0	0	0	0:07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJS Fre3zZSnIp3	0	39	22	1	35	0:06	10	4	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0
DJS I BlizZzard	0	28	19	1	16	0:09	4	0	0	0	0	0	26	0	1	1	0	0	1	0	0	0	0	0	0	0
DJS i DarkSnip3	0	218	122	16	149	0:51	31	12	5	1	0	0	51	0	18	9	0	0	11	0	0	0	0	0	0	0
DJS Medicate	0	76	13	6	42	0:30	8	3	1	0	0	0	13	0	3	1	0	0	5	1	1	1	1	1	1	0
DJS R3Ap3R	2	119	31	5	79	0:23	20	4	3	1	0	0	10	0	13	4	0	3	9	1	0	0	0	0	1	3
DJS ReaListiK	0	314	128	16	177	1:18	43	11	6	1	0	0	230	0	19	10	1	1	22	3	0	0	0	0	0	0
DJS Striker	0	61	117	13	29	1:20	2	0	0	0	0	0	47	0	3	3	0	0	0	0	0	0	0	0	0	0
djsamuel509	0	13	76	12	2	1:02	0	0	0	0	0	0	6	1	2	0	0	0	0	0	0	0	0	0	0	1
dk at the beach	0	5	21	3	0	0:10	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
Dk Chang	0	5	29	1	0	0:14	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	1	0
DKDEH	0	0	2	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLoveMd	0	0	0	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMSMARINE	0	150	122	34	45	1:18	13	2	0	0	0	0	50	9	21	6	1	0	8	1	0	0	0	0	1	0
Doag1000	0	108	93	14	20	1:29	6	0	0	0	0	0	11	2	36	12	1	0	4	0	0	0	0	0	0	0
DOGGOD1	0	5	5	1	1	0:07	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DogwoodBlossoms	2	4	1	0	0	0:08	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0
DomeTEP	0	11	19	1	2	0:18	0	0	0	0	0	0	4	0	4	2	0	0	0	0	0	0	0	0	1	1
DomNL	0	10	9	1	2	0:12	0	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0
donaldc58	0	0	7	0	0	0:12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DoNotBleedOut	0	41	35	10	7	1:32	0	0	0	0	0	0	0	3	12	10	1	0	1	0	0	0	0	0	4	4
Donpolvo	0	152	93	24	55	1:01	3	1	0	0	0	0	140	0	7	3	0	0	8	0	0	0	0	0	0	0
donteasinferno	0	7	5	6	0	0:12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DozenKiller man	0	0	15	2	0	0:11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dr PopsicleGums	0	1	3	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DragonBlack2547	0	44	26	5	11	0:10	8	1	0	0	0	0	3	0	8	6	0	0	3	0	0	0	0	0	0	0
dragongod6k	0	0	1	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dragonic5	0	19	10	0	6	0:23	0	0	0	0	0	0	12	0	2	2	0	1	0	0	0	0	0	0	0	0
DragonMarines	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dramdunda	0	321	295	37	134	3:03	36	4	0	0	0	0	176	5	20	10	1	0	10	1	0	0	0	0	0	0
drftr117	1	1	6	1	1	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DriverDrack	1	64	98	45	15	1:55	1	0	0	0	0	0	7	2	5	1	0	0	0	0	0	0	0	0	3	0
droopdog1979	0	23	24	2	21	0:06	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
dropdrupdrep	0	26	36	10	18	0:13	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DRSouljaKID	0	25	63	17	2	0:30	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
DrtraumaTy	1	14	10	3	0	0:18	0	0	0	0	0	0	0	2	6	1	0	0	1	1	0	0	0	1	0	1
drummer1911	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DS GRADIUS	1	54	22	7	33	0:35	1	0	0	0	0	0	43	0	1	0	2	0	3	0	0	0	0	0	1	1
DSADAM97	1	92	17	17	48	1:18	6	0	0	0	0	0	52	6	5	3	1	0	6	3	2	2	2	0	3	3
dude 8 u	0	1	0	0	0	0:05	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dullais	0	0	0	0	0	0:08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dylan1234567	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dylemma Dodger	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynamic Cyclone	0	24	1	3	0	0:23	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	2
Eboy28	0	11	26	1	3	0:13	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0
eccess	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EcD Sa1nT	0	6	9	0	4	0:06	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Edd1e the k1d	0	8	31	2	3	0:13	1	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0
Edgr Alln Pwn	0	36	22	10	27	0:16	1	0	0	0	0	0	1	0	2	1	0	0	2	0	0	0	0	0	0	0
EGRick	0	0	0	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eigendrift	1	37	28	12	24	0:42	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0
Ekholm93	0	11	44	3	2	0:21	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0
El Penguin0	0	1	9	0	0	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eldiabloenlaweb	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eldiablus	0	1	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
elmatador8869	0	85	72	48	7	1:57	6	2	0	0	0	0	3	8	5	0	3	0	6	2	0	0	0	0	0	0
emvious t00	3	54	14	6	13	0:38	5	0	0	0	0	0	12	2	10	0	1	0	5	2	0	0	0	2	4	2
enviroboy01	0	2	4	4	0	0:10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
eolesen	0	9	28	4	1	0:23	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	1	2
Ep1cK4ang4r00	0	4	4	2	3	0:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
epicfailure456	0	8	5	0	2	0:11	0	0	0	0	0	0	4	1	1	1	0	0	1	0	0	0	0	0	0	0
eps1lon3	0	44	21	8	14	0:35	6	1	0	0	0	0	6	1	5	0	1	0	3	0	0	0	0	2	0	0
esalika0	0	9	5	0	5	0:08	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
EvenHelo	11	123	73	28	12	3:28	9	0	0	0	0	0	0	12	41	16	5	0	7	2	0	0	0	1	0	4
evgpwns	0	17	24	6	4	0:22	0	0	0	0	0	0	0	0	4	2	0	1	1	0	0	0	0	0	1	0
EvilBetty333	2	5	4	0	0	0:12	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0
EvilChozonX	1	10	10	9	2	0:25	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0
Exige S2	0	24	7	0	4	0:11	2	1	0	0	0	0	23	0	1	0	0	0	2	0	0	0	0	0	0	0
ExmarkBladeX3	0	1	12	0	0	0:25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eXoDuS waVe	0	134	114	36	59	1:01	8	3	1	0	0	0	19	2	20	12	3	1	6	0	0	0	0	0	0	0
eXoTic Ghost	0	32	36	16	16	0:13	2	0	0	0	0	0	0	0	8	3	0	1	0	0	0	0	0	0	0	0
ExpertBean	0	13	20	6	0	0:27	1	1	1	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1	2	1
Factiv	0	0	1	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FadedHelios	1	31	28	5	2	0:39	2	0	0	0	0	0	9	10	1	3	0	0	1	1	0	0	0	0	0	3
FamousLionDog	3	70	38	14	11	1:09	3	1	0	0	0	0	26	32	3	0	1	0	4	1	1	1	1	1	2	2
Faroe BrooooN E	0	69	35	4	24	0:19	11	0	0	0	0	0	56	0	7	2	0	0	5	0	0	0	0	0	0	0
fatlikeo	0	18	43	7	2	0:34	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0
Feanor15	0	2	10	0	0	0:07	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FelixLife	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FelixR	0	2	12	1	2	0:11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FerreoX	7	249	187	91	21	5:59	14	0	0	0	0	0	1	29	19	8	8	0	15	4	1	0	0	0	2	0
FINSHED23	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fireflyusmc7	0	16	15	4	0	0:19	2	0	0	0	0	0	0	3	2	1	0	0	1	0	0	0	0	0	1	0
FirePheonix77	0	0	7	2	0	0:11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
firetobi	0	277	169	16	221	0:47	52	21	9	2	0	0	1	0	28	8	0	0	18	2	0	0	0	0	0	0
FiveAces135	0	11	15	4	4	0:21	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
FIVEBARTELTS	0	7	14	4	3	0:28	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0
Flameraiding	0	105	192	30	23	2:08	3	1	0	0	0	0	48	1	21	9	2	0	3	1	1	1	1	1	1	1
FlameWizard123	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flamingtiga	0	13	19	6	0	0:15	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
Flash x Thunder	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FlashkillPA	0	7	20	4	2	0:03	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
florben5	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flyboy0797	0	6	8	1	2	0:09	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
fogiggly	2	1	5	0	0	0:10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
footbalfutbol17	0	7	13	0	0	0:07	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
fortheeperor	0	1	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fourteenlines	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
foxkiller007	0	0	1	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FoxtrotUnicorn2	0	13	25	21	2	0:38	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	1
fozzeh	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FramedHEREDIA	3	21	78	20	4	1:47	0	0	0	0	0	0	5	2	4	1	2	0	0	0	0	0	0	0	3	3
Franko60	3	2	6	1	1	0:18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
freddyy2230	0	9	24	5	2	0:23	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0
Fredi59	0	0	3	0	0	0:16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fremen King	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
freshmeat789	0	17	12	1	4	0:04	0	0	0	0	0	0	16	0	1	0	0	0	1	0	0	0	0	0	0	0
fried2the8	0	42	55	11	6	0:31	1	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0
FrontalGalaxy	0	18	21	1	2	0:17	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0
FryLocK 5000	0	19	24	3	11	0:04	2	2	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
FUBAR2069	0	0	0	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fujiknight	0	2	7	2	1	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fullmetal droid	1	23	30	21	3	0:52	2	1	0	0	0	0	2	9	0	0	1	0	2	0	0	0	0	0	0	0
FuLMetaL DeimoZ	0	229	104	34	98	0:58	24	5	2	1	0	0	38	0	45	11	0	2	13	3	1	1	1	0	0	0
funguydie	0	6	6	4	2	0:12	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0
FunkierMexican	0	0	1	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Futur iZ Back	0	36	31	3	18	0:22	1	0	0	0	0	0	13	0	6	3	0	0	2	0	0	0	0	0	0	0
Fuzzypickle1000	0	8	9	2	0	0:19	2	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0
GadgetTunes	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gage121992	1	14	15	9	0	0:32	0	0	0	0	0	0	2	2	5	0	0	0	1	0	0	0	0	0	2	0
Galtribrix	0	63	23	1	53	0:10	11	4	2	1	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0
GAMEEXPERT2010	0	0	2	0	0	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gamerz67	0	3	6	0	0	0:02	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
GangsterChileno	0	26	3	0	1	0:07	2	0	0	0	0	0	0	0	13	10	0	0	1	1	1	1	0	0	0	0
GARNyne	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Garuru Mosnter	6	12	68	5	2	1:09	0	0	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	1	1	0
gazzale	0	1	2	0	0	0:01	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gears of hunter	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geepee27	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene Tome	0	91	80	11	86	0:17	18	6	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
General Grak	1	5	11	3	0	0:16	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	3	2
General Lehgen	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GeneralMcBadass	0	306	134	43	116	0:51	56	16	8	1	0	0	68	0	59	32	0	0	19	1	0	0	0	0	0	0
george12340	0	17	28	12	0	0:45	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	1	0	1
Ginga Calum	2	36	50	22	4	1:29	1	0	0	0	0	0	2	5	13	3	3	0	2	0	0	0	0	0	0	0
giusy400	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gladiadorzero	2	6	20	2	1	0:24	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0
Glaedr122	0	0	0	0	0	0:04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmanmik	0	1	1	0	1	0:03	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GNASHER 117	1	27	31	18	4	0:57	1	0	0	0	0	0	6	6	2	2	1	0	2	0	0	0	0	0	1	6
gohey2	0	26	25	2	7	0:32	3	1	0	0	0	0	0	10	4	2	1	0	1	0	0	0	0	0	0	0
goku2398	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GoldBasher	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goldfishzombie	1	2	6	1	0	0:08	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0
Golfman71	0	26	32	9	17	0:15	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0
GoluckyTomcat	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GoNNa FLY HiiGh	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gouryella Odin	0	18	6	0	5	0:02	4	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0
Gr4fGold	0	3	3	0	1	0:01	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GrAvItYbOb	1	29	38	7	3	0:39	1	0	0	0	0	0	0	12	6	2	0	0	2	0	0	0	0	0	0	1
gravitysword	0	7	5	2	4	0:08	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
gravyboii	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gree 217	0	0	0	0	0	0:07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
greengiant01	0	0	3	1	0	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GROBLE7394	0	5	4	5	0	0:10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
grubnutz	0	0	1	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gruntkiller101	1	24	33	4	8	1:10	1	0	0	0	0	0	13	1	1	1	0	0	1	0	0	0	0	0	0	2
gtturbo46	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
guate54	0	42	24	12	22	0:06	11	0	0	0	0	0	7	0	5	1	0	0	1	0	0	0	0	0	0	0
guilian91	0	8	22	3	4	0:26	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
gunhill74	0	26	28	15	5	0:57	1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	1	0	1
gutterhead	0	3	4	0	2	0:08	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
gwd reaper	0	88	244	17	2	3:49	1	0	0	0	0	0	8	1	18	13	0	4	1	0	0	0	0	0	0	0
H2V Kills Alone	0	13	2	1	4	0:08	2	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0
H3RO4HIR3	0	43	42	20	7	1:12	1	0	0	0	0	0	1	3	5	1	0	0	3	0	0	0	0	0	1	0
HackNoob	0	42	34	7	22	0:16	2	0	0	0	0	0	40	0	1	1	0	0	2	0	0	0	0	0	0	0
Hagi33	0	7	22	2	0	0:21	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
hal192	0	27	51	10	2	0:15	0	0	0	0	0	0	2	0	9	6	0	0	1	0	0	0	0	0	0	0
Haldur1993	3	89	104	48	5	2:38	4	0	0	0	0	0	1	10	25	4	7	0	5	0	0	0	0	6	1	0
halo el hunto	0	1	6	1	0	0:05	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
halo emperer	0	13	58	1	5	0:44	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
